subject,predicate,object,subject_type,predicate_type,object_type
DOC00161,AUTHORED_BY,U0124,Department,BELONGS_TO,Person
DOC00161,BELONGS_TO,D005,Department,FOLLOWS,Department
DOC00162,AUTHORED_BY,U0048,Department,RELATED_TO,Person
DOC00162,BELONGS_TO,D004,Department,SPONSORS,Department
DOC00162,RELATED_TO,PRJ007,Department,PART_OF,Project
DOC00163,AUTHORED_BY,U0126,Department,BELONGS_TO,Person
DOC00163,BELONGS_TO,D008,Department,REPORTS_TO,Department
DOC00163,RELATED_TO,PRJ010,Department,MEMBER_OF,Project
DOC00164,AUTHORED_BY,U0089,Department,REFERENCES,Person
DOC00164,BELONGS_TO,D004,Department,MEMBER_OF,Department
DOC00164,RELATED_TO,PRJ018,Department,REFERENCES,Project
DOC00165,AUTHORED_BY,U0033,Department,FOLLOWS,Person
DOC00165,BELONGS_TO,D004,Department,ASSIGNED_TO,Department
DOC00165,RELATED_TO,PRJ008,Department,PART_OF,Project
DOC00166,AUTHORED_BY,U0024,Department,WORKS_IN,Person
DOC00166,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00166,RELATED_TO,PRJ010,Department,REFERENCES,Project
DOC00167,AUTHORED_BY,U0085,Department,MEMBER_OF,Person
DOC00167,BELONGS_TO,D002,Department,RELATED_TO,Department
DOC00168,AUTHORED_BY,U0036,Department,PART_OF,Person
DOC00168,BELONGS_TO,D004,Department,REFERENCES,Department
DOC00169,AUTHORED_BY,U0131,Department,PART_OF,Person
DOC00169,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00169,RELATED_TO,PRJ020,Department,BELONGS_TO,Project
DOC00170,AUTHORED_BY,U0049,Department,DEPENDS_ON,Person
DOC00170,BELONGS_TO,D005,Department,REPORTS_TO,Department
DOC00171,AUTHORED_BY,U0046,Department,MEMBER_OF,Person
DOC00171,BELONGS_TO,D005,Department,ASSIGNED_TO,Department
DOC00171,RELATED_TO,PRJ018,Department,REPORTS_TO,Project
DOC00172,AUTHORED_BY,U0011,Department,SPONSORS,Person
DOC00172,BELONGS_TO,D008,Department,REPORTS_TO,Department
DOC00172,RELATED_TO,PRJ003,Department,PART_OF,Project
DOC00173,AUTHORED_BY,U0087,Department,REFERENCES,Person
DOC00173,BELONGS_TO,D008,Department,RELATED_TO,Department
DOC00174,AUTHORED_BY,U0120,Department,REPORTS_TO,Person
DOC00174,BELONGS_TO,D007,Department,MANAGES,Department
DOC00175,AUTHORED_BY,U0133,Department,ASSIGNED_TO,Person
DOC00175,BELONGS_TO,D001,Department,SPONSORS,Department
DOC00175,RELATED_TO,PRJ006,Department,AUTHORED_BY,Project
DOC00176,AUTHORED_BY,U0049,Department,DEPENDS_ON,Person
DOC00176,BELONGS_TO,D005,Department,RELATED_TO,Department
DOC00176,RELATED_TO,PRJ018,Department,DEPENDS_ON,Project
DOC00177,AUTHORED_BY,U0074,Department,FOLLOWS,Person
DOC00177,BELONGS_TO,D001,Department,SPONSORS,Department
DOC00177,RELATED_TO,PRJ006,Department,ASSIGNED_TO,Project
DOC00178,AUTHORED_BY,U0088,Department,REPORTS_TO,Person
DOC00178,BELONGS_TO,D003,Department,ASSIGNED_TO,Department
DOC00178,RELATED_TO,PRJ011,Department,MANAGES,Project
DOC00179,AUTHORED_BY,U0001,Department,REFERENCES,Person
DOC00179,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00180,AUTHORED_BY,U0108,Department,AUTHORED_BY,Person
DOC00180,BELONGS_TO,D006,Department,REFERENCES,Department
DOC00180,RELATED_TO,PRJ013,Department,REFERENCES,Project
DOC00181,AUTHORED_BY,U0042,Department,DEPENDS_ON,Person
DOC00181,BELONGS_TO,D006,Department,MEMBER_OF,Department
DOC00182,AUTHORED_BY,U0057,Department,MANAGES,Person
DOC00182,BELONGS_TO,D007,Department,PART_OF,Department
DOC00182,RELATED_TO,PRJ019,Department,REPORTS_TO,Project
DOC00183,AUTHORED_BY,U0103,Department,BELONGS_TO,Person
DOC00183,BELONGS_TO,D006,Department,RELATED_TO,Department
DOC00184,AUTHORED_BY,U0027,Department,SPONSORS,Person
DOC00184,BELONGS_TO,D008,Department,ASSIGNED_TO,Department
DOC00184,RELATED_TO,PRJ016,Department,RELATED_TO,Project
DOC00185,AUTHORED_BY,U0070,Department,REFERENCES,Person
DOC00185,BELONGS_TO,D006,Department,PART_OF,Department
DOC00185,RELATED_TO,PRJ016,Department,REFERENCES,Project
DOC00186,AUTHORED_BY,U0011,Department,DEPENDS_ON,Person
DOC00186,BELONGS_TO,D005,Department,PART_OF,Department
DOC00187,AUTHORED_BY,U0077,Department,PART_OF,Person
DOC00187,BELONGS_TO,D004,Department,RELATED_TO,Department
DOC00188,AUTHORED_BY,U0037,Department,REFERENCES,Person
DOC00188,BELONGS_TO,D007,Department,MANAGES,Department
DOC00189,AUTHORED_BY,U0069,Department,AUTHORED_BY,Person
DOC00189,BELONGS_TO,D008,Department,SPONSORS,Department
DOC00190,AUTHORED_BY,U0067,Department,SPONSORS,Person
DOC00190,BELONGS_TO,D006,Department,WORKS_IN,Department
DOC00190,RELATED_TO,PRJ013,Department,BELONGS_TO,Project
DOC00191,AUTHORED_BY,U0039,Department,RELATED_TO,Person
DOC00191,BELONGS_TO,D006,Department,FOLLOWS,Department
DOC00191,RELATED_TO,PRJ007,Department,BELONGS_TO,Project
DOC00192,AUTHORED_BY,U0033,Department,PART_OF,Person
DOC00192,BELONGS_TO,D007,Department,MEMBER_OF,Department
DOC00192,RELATED_TO,PRJ006,Department,WORKS_IN,Project
DOC00193,AUTHORED_BY,U0123,Department,SPONSORS,Person
DOC00193,BELONGS_TO,D008,Department,PART_OF,Department
DOC00193,RELATED_TO,PRJ003,Department,DEPENDS_ON,Project
DOC00194,AUTHORED_BY,U0121,Department,REPORTS_TO,Person
DOC00194,BELONGS_TO,D004,Department,PART_OF,Department
DOC00194,RELATED_TO,PRJ012,Department,ASSIGNED_TO,Project
DOC00195,AUTHORED_BY,U0065,Department,REFERENCES,Person
DOC00195,BELONGS_TO,D005,Department,AUTHORED_BY,Department
DOC00195,RELATED_TO,PRJ010,Department,REPORTS_TO,Project
DOC00196,AUTHORED_BY,U0062,Department,FOLLOWS,Person
DOC00196,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00197,AUTHORED_BY,U0095,Department,DEPENDS_ON,Person
DOC00197,BELONGS_TO,D008,Department,BELONGS_TO,Department
DOC00198,AUTHORED_BY,U0129,Department,MANAGES,Person
DOC00198,BELONGS_TO,D006,Department,SPONSORS,Department
DOC00198,RELATED_TO,PRJ015,Department,SPONSORS,Project
DOC00199,AUTHORED_BY,U0085,Department,MANAGES,Person
DOC00199,BELONGS_TO,D002,Department,PART_OF,Department
DOC00200,AUTHORED_BY,U0038,Department,WORKS_IN,Person
DOC00200,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00201,AUTHORED_BY,U0141,Department,FOLLOWS,Person
DOC00201,BELONGS_TO,D003,Department,REFERENCES,Department
DOC00202,AUTHORED_BY,U0109,Department,ASSIGNED_TO,Person
DOC00202,BELONGS_TO,D001,Department,DEPENDS_ON,Department
DOC00203,AUTHORED_BY,U0004,Department,WORKS_IN,Person
DOC00203,BELONGS_TO,D008,Department,BELONGS_TO,Department
DOC00203,RELATED_TO,PRJ015,Department,MEMBER_OF,Project
DOC00204,AUTHORED_BY,U0127,Department,SPONSORS,Person
DOC00204,BELONGS_TO,D008,Department,MANAGES,Department
DOC00204,RELATED_TO,PRJ018,Department,FOLLOWS,Project
DOC00205,AUTHORED_BY,U0004,Department,WORKS_IN,Person
DOC00205,BELONGS_TO,D004,Department,PART_OF,Department
DOC00206,AUTHORED_BY,U0048,Department,BELONGS_TO,Person
DOC00206,BELONGS_TO,D002,Department,REFERENCES,Department
DOC00207,AUTHORED_BY,U0086,Department,AUTHORED_BY,Person
DOC00207,BELONGS_TO,D004,Department,PART_OF,Department
DOC00207,RELATED_TO,PRJ018,Department,FOLLOWS,Project
DOC00208,AUTHORED_BY,U0072,Department,RELATED_TO,Person
DOC00208,BELONGS_TO,D006,Department,BELONGS_TO,Department
DOC00208,RELATED_TO,PRJ003,Department,REFERENCES,Project
DOC00209,AUTHORED_BY,U0033,Department,SPONSORS,Person
DOC00209,BELONGS_TO,D005,Department,MANAGES,Department
DOC00210,AUTHORED_BY,U0128,Department,AUTHORED_BY,Person
DOC00210,BELONGS_TO,D004,Department,MEMBER_OF,Department
DOC00211,AUTHORED_BY,U0038,Department,AUTHORED_BY,Person
DOC00211,BELONGS_TO,D007,Department,RELATED_TO,Department
DOC00212,AUTHORED_BY,U0005,Department,RELATED_TO,Person
DOC00212,BELONGS_TO,D008,Department,ASSIGNED_TO,Department
DOC00212,RELATED_TO,PRJ018,Department,AUTHORED_BY,Project
DOC00213,AUTHORED_BY,U0084,Department,SPONSORS,Person
DOC00213,BELONGS_TO,D002,Department,MEMBER_OF,Department
DOC00213,RELATED_TO,PRJ010,Department,MANAGES,Project
DOC00214,AUTHORED_BY,U0001,Department,FOLLOWS,Person
DOC00214,BELONGS_TO,D008,Department,AUTHORED_BY,Department
DOC00215,AUTHORED_BY,U0113,Department,AUTHORED_BY,Person
DOC00215,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00215,RELATED_TO,PRJ011,Department,ASSIGNED_TO,Project
DOC00216,AUTHORED_BY,U0124,Department,MEMBER_OF,Person
DOC00216,BELONGS_TO,D007,Department,REFERENCES,Department
DOC00216,RELATED_TO,PRJ019,Department,MANAGES,Project
DOC00217,AUTHORED_BY,U0108,Department,MANAGES,Person
DOC00217,BELONGS_TO,D003,Department,RELATED_TO,Department
DOC00217,RELATED_TO,PRJ001,Department,RELATED_TO,Project
DOC00218,AUTHORED_BY,U0010,Department,REPORTS_TO,Person
DOC00218,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00219,AUTHORED_BY,U0098,Department,WORKS_IN,Person
DOC00219,BELONGS_TO,D003,Department,BELONGS_TO,Department
DOC00219,RELATED_TO,PRJ008,Department,AUTHORED_BY,Project
DOC00220,AUTHORED_BY,U0130,Department,REFERENCES,Person
DOC00220,BELONGS_TO,D006,Department,REFERENCES,Department
DOC00221,AUTHORED_BY,U0141,Department,PART_OF,Person
DOC00221,BELONGS_TO,D006,Department,DEPENDS_ON,Department
DOC00222,AUTHORED_BY,U0048,Department,RELATED_TO,Person
DOC00222,BELONGS_TO,D002,Department,ASSIGNED_TO,Department
DOC00223,AUTHORED_BY,U0028,Department,WORKS_IN,Person
DOC00223,BELONGS_TO,D007,Department,REFERENCES,Department
DOC00223,RELATED_TO,PRJ006,Department,AUTHORED_BY,Project
DOC00224,AUTHORED_BY,U0082,Department,AUTHORED_BY,Person
DOC00224,BELONGS_TO,D002,Department,PART_OF,Department
DOC00225,AUTHORED_BY,U0131,Department,MANAGES,Person
DOC00225,BELONGS_TO,D001,Department,RELATED_TO,Department
DOC00226,AUTHORED_BY,U0011,Department,BELONGS_TO,Person
DOC00226,BELONGS_TO,D006,Department,MANAGES,Department
DOC00226,RELATED_TO,PRJ020,Department,FOLLOWS,Project
DOC00227,AUTHORED_BY,U0084,Department,PART_OF,Person
DOC00227,BELONGS_TO,D002,Department,MEMBER_OF,Department
DOC00227,RELATED_TO,PRJ006,Department,WORKS_IN,Project
DOC00228,AUTHORED_BY,U0012,Department,ASSIGNED_TO,Person
DOC00228,BELONGS_TO,D006,Department,DEPENDS_ON,Department
DOC00228,RELATED_TO,PRJ012,Department,REPORTS_TO,Project
DOC00229,AUTHORED_BY,U0116,Department,WORKS_IN,Person
DOC00229,BELONGS_TO,D008,Department,ASSIGNED_TO,Department
DOC00230,AUTHORED_BY,U0060,Department,WORKS_IN,Person
DOC00230,BELONGS_TO,D008,Department,BELONGS_TO,Department
DOC00230,RELATED_TO,PRJ009,Department,RELATED_TO,Project
DOC00231,AUTHORED_BY,U0080,Department,MEMBER_OF,Person
DOC00231,BELONGS_TO,D008,Department,ASSIGNED_TO,Department
DOC00231,RELATED_TO,PRJ013,Department,AUTHORED_BY,Project
DOC00232,AUTHORED_BY,U0012,Department,BELONGS_TO,Person
DOC00232,BELONGS_TO,D008,Department,DEPENDS_ON,Department
DOC00232,RELATED_TO,PRJ008,Department,SPONSORS,Project
DOC00233,AUTHORED_BY,U0135,Department,RELATED_TO,Person
DOC00233,BELONGS_TO,D003,Department,DEPENDS_ON,Department
DOC00234,AUTHORED_BY,U0011,Department,WORKS_IN,Person
DOC00234,BELONGS_TO,D005,Department,REPORTS_TO,Department
DOC00235,AUTHORED_BY,U0006,Department,MANAGES,Person
DOC00235,BELONGS_TO,D004,Department,ASSIGNED_TO,Department
DOC00235,RELATED_TO,PRJ013,Department,MANAGES,Project
DOC00236,AUTHORED_BY,U0044,Department,REPORTS_TO,Person
DOC00236,BELONGS_TO,D004,Department,SPONSORS,Department
DOC00237,AUTHORED_BY,U0063,Department,RELATED_TO,Person
DOC00237,BELONGS_TO,D006,Department,REPORTS_TO,Department
DOC00237,RELATED_TO,PRJ004,Department,MANAGES,Project
DOC00238,AUTHORED_BY,U0078,Department,SPONSORS,Person
DOC00238,BELONGS_TO,D006,Department,MANAGES,Department
DOC00238,RELATED_TO,PRJ017,Department,MANAGES,Project
DOC00239,AUTHORED_BY,U0127,Department,WORKS_IN,Person
DOC00239,BELONGS_TO,D006,Department,PART_OF,Department
DOC00239,RELATED_TO,PRJ002,Department,MANAGES,Project
DOC00240,AUTHORED_BY,U0142,Department,FOLLOWS,Person
DOC00240,BELONGS_TO,D001,Department,PART_OF,Department
DOC00240,RELATED_TO,PRJ008,Department,ASSIGNED_TO,Project
DOC00241,AUTHORED_BY,U0049,Department,FOLLOWS,Person
DOC00241,BELONGS_TO,D004,Department,MANAGES,Department
DOC00241,RELATED_TO,PRJ014,Department,SPONSORS,Project
DOC00242,AUTHORED_BY,U0138,Department,RELATED_TO,Person
DOC00242,BELONGS_TO,D006,Department,WORKS_IN,Department
DOC00242,RELATED_TO,PRJ008,Department,PART_OF,Project
DOC00243,AUTHORED_BY,U0058,Department,RELATED_TO,Person
DOC00243,BELONGS_TO,D003,Department,FOLLOWS,Department
DOC00243,RELATED_TO,PRJ006,Department,MEMBER_OF,Project
DOC00244,AUTHORED_BY,U0009,Department,MEMBER_OF,Person
DOC00244,BELONGS_TO,D008,Department,FOLLOWS,Department
DOC00244,RELATED_TO,PRJ019,Department,RELATED_TO,Project
DOC00245,AUTHORED_BY,U0137,Department,SPONSORS,Person
DOC00245,BELONGS_TO,D005,Department,WORKS_IN,Department
DOC00245,RELATED_TO,PRJ004,Department,PART_OF,Project
DOC00246,AUTHORED_BY,U0012,Department,MEMBER_OF,Person
DOC00246,BELONGS_TO,D003,Department,MEMBER_OF,Department
DOC00247,AUTHORED_BY,U0094,Department,MEMBER_OF,Person
DOC00247,BELONGS_TO,D007,Department,MEMBER_OF,Department
DOC00247,RELATED_TO,PRJ020,Department,MEMBER_OF,Project
DOC00248,AUTHORED_BY,U0070,Department,FOLLOWS,Person
DOC00248,BELONGS_TO,D007,Department,MANAGES,Department
DOC00248,RELATED_TO,PRJ003,Department,AUTHORED_BY,Project
DOC00249,AUTHORED_BY,U0123,Department,FOLLOWS,Person
DOC00249,BELONGS_TO,D001,Department,AUTHORED_BY,Department
DOC00250,AUTHORED_BY,U0087,Department,MEMBER_OF,Person
DOC00250,BELONGS_TO,D002,Department,REPORTS_TO,Department
DOC00251,AUTHORED_BY,U0097,Department,AUTHORED_BY,Person
DOC00251,BELONGS_TO,D004,Department,REPORTS_TO,Department
DOC00252,AUTHORED_BY,U0144,Department,REPORTS_TO,Person
DOC00252,BELONGS_TO,D001,Department,RELATED_TO,Department
DOC00252,RELATED_TO,PRJ005,Department,SPONSORS,Project
DOC00253,AUTHORED_BY,U0009,Department,WORKS_IN,Person
DOC00253,BELONGS_TO,D006,Department,ASSIGNED_TO,Department
DOC00254,AUTHORED_BY,U0112,Department,AUTHORED_BY,Person
DOC00254,BELONGS_TO,D003,Department,FOLLOWS,Department
DOC00254,RELATED_TO,PRJ013,Department,BELONGS_TO,Project
DOC00255,AUTHORED_BY,U0081,Department,REFERENCES,Person
DOC00255,BELONGS_TO,D008,Department,MANAGES,Department
DOC00255,RELATED_TO,PRJ017,Department,REFERENCES,Project
DOC00256,AUTHORED_BY,U0057,Department,AUTHORED_BY,Person
DOC00256,BELONGS_TO,D004,Department,RELATED_TO,Department
DOC00256,RELATED_TO,PRJ015,Department,REPORTS_TO,Project
DOC00257,AUTHORED_BY,U0052,Department,BELONGS_TO,Person
DOC00257,BELONGS_TO,D001,Department,RELATED_TO,Department
DOC00258,AUTHORED_BY,U0080,Department,MANAGES,Person
DOC00258,BELONGS_TO,D008,Department,REPORTS_TO,Department
DOC00259,AUTHORED_BY,U0095,Department,FOLLOWS,Person
DOC00259,BELONGS_TO,D002,Department,WORKS_IN,Department
DOC00259,RELATED_TO,PRJ004,Department,SPONSORS,Project
DOC00260,AUTHORED_BY,U0065,Department,WORKS_IN,Person
DOC00260,BELONGS_TO,D005,Department,BELONGS_TO,Department
DOC00260,RELATED_TO,PRJ010,Department,MEMBER_OF,Project
DOC00261,AUTHORED_BY,U0061,Department,REFERENCES,Person
DOC00261,BELONGS_TO,D003,Department,ASSIGNED_TO,Department
DOC00262,AUTHORED_BY,U0028,Department,BELONGS_TO,Person
DOC00262,BELONGS_TO,D001,Department,MANAGES,Department
DOC00263,AUTHORED_BY,U0127,Department,MANAGES,Person
DOC00263,BELONGS_TO,D005,Department,REFERENCES,Department
DOC00263,RELATED_TO,PRJ004,Department,REPORTS_TO,Project
DOC00264,AUTHORED_BY,U0095,Department,FOLLOWS,Person
DOC00264,BELONGS_TO,D001,Department,AUTHORED_BY,Department
DOC00264,RELATED_TO,PRJ006,Department,MANAGES,Project
DOC00265,AUTHORED_BY,U0074,Department,RELATED_TO,Person
DOC00265,BELONGS_TO,D003,Department,BELONGS_TO,Department
DOC00265,RELATED_TO,PRJ009,Department,REPORTS_TO,Project
DOC00266,AUTHORED_BY,U0088,Department,SPONSORS,Person
DOC00266,BELONGS_TO,D003,Department,FOLLOWS,Department
DOC00266,RELATED_TO,PRJ011,Department,ASSIGNED_TO,Project
DOC00267,AUTHORED_BY,U0056,Department,REPORTS_TO,Person
DOC00267,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00267,RELATED_TO,PRJ012,Department,SPONSORS,Project
DOC00268,AUTHORED_BY,U0111,Department,SPONSORS,Person
DOC00268,BELONGS_TO,D007,Department,WORKS_IN,Department
DOC00268,RELATED_TO,PRJ008,Department,SPONSORS,Project
DOC00269,AUTHORED_BY,U0097,Department,RELATED_TO,Person
DOC00269,BELONGS_TO,D002,Department,FOLLOWS,Department
DOC00269,RELATED_TO,PRJ010,Department,REPORTS_TO,Project
DOC00270,AUTHORED_BY,U0087,Department,REPORTS_TO,Person
DOC00270,BELONGS_TO,D002,Department,SPONSORS,Department
DOC00270,RELATED_TO,PRJ012,Department,BELONGS_TO,Project
DOC00271,AUTHORED_BY,U0006,Department,WORKS_IN,Person
DOC00271,BELONGS_TO,D006,Department,DEPENDS_ON,Department
DOC00272,AUTHORED_BY,U0130,Department,MANAGES,Person
DOC00272,BELONGS_TO,D003,Department,SPONSORS,Department
DOC00273,AUTHORED_BY,U0150,Department,ASSIGNED_TO,Person
DOC00273,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00273,RELATED_TO,PRJ006,Department,BELONGS_TO,Project
DOC00274,AUTHORED_BY,U0035,Department,AUTHORED_BY,Person
DOC00274,BELONGS_TO,D008,Department,WORKS_IN,Department
DOC00274,RELATED_TO,PRJ007,Department,RELATED_TO,Project
DOC00275,AUTHORED_BY,U0084,Department,WORKS_IN,Person
DOC00275,BELONGS_TO,D006,Department,MEMBER_OF,Department
DOC00276,AUTHORED_BY,U0075,Department,SPONSORS,Person
DOC00276,BELONGS_TO,D002,Department,SPONSORS,Department
DOC00277,AUTHORED_BY,U0084,Department,PART_OF,Person
DOC00277,BELONGS_TO,D006,Department,ASSIGNED_TO,Department
DOC00278,AUTHORED_BY,U0098,Department,AUTHORED_BY,Person
DOC00278,BELONGS_TO,D001,Department,REFERENCES,Department
DOC00279,AUTHORED_BY,U0109,Department,DEPENDS_ON,Person
DOC00279,BELONGS_TO,D002,Department,MEMBER_OF,Department
DOC00280,AUTHORED_BY,U0069,Department,ASSIGNED_TO,Person
DOC00280,BELONGS_TO,D004,Department,ASSIGNED_TO,Department
DOC00281,AUTHORED_BY,U0036,Department,AUTHORED_BY,Person
DOC00281,BELONGS_TO,D008,Department,ASSIGNED_TO,Department
DOC00282,AUTHORED_BY,U0113,Department,REPORTS_TO,Person
DOC00282,BELONGS_TO,D008,Department,WORKS_IN,Department
DOC00282,RELATED_TO,PRJ002,Department,REPORTS_TO,Project
DOC00283,AUTHORED_BY,U0060,Department,RELATED_TO,Person
DOC00283,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00284,AUTHORED_BY,U0027,Department,REPORTS_TO,Person
DOC00284,BELONGS_TO,D004,Department,RELATED_TO,Department
DOC00284,RELATED_TO,PRJ009,Department,BELONGS_TO,Project
DOC00285,AUTHORED_BY,U0050,Department,SPONSORS,Person
DOC00285,BELONGS_TO,D007,Department,REFERENCES,Department
DOC00286,AUTHORED_BY,U0133,Department,RELATED_TO,Person
DOC00286,BELONGS_TO,D003,Department,SPONSORS,Department
DOC00286,RELATED_TO,PRJ002,Department,BELONGS_TO,Project
DOC00287,AUTHORED_BY,U0096,Department,FOLLOWS,Person
DOC00287,BELONGS_TO,D005,Department,MEMBER_OF,Department
DOC00288,AUTHORED_BY,U0051,Department,REPORTS_TO,Person
DOC00288,BELONGS_TO,D001,Department,MEMBER_OF,Department
DOC00289,AUTHORED_BY,U0039,Department,SPONSORS,Person
DOC00289,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00289,RELATED_TO,PRJ006,Department,BELONGS_TO,Project
DOC00290,AUTHORED_BY,U0115,Department,WORKS_IN,Person
DOC00290,BELONGS_TO,D006,Department,PART_OF,Department
DOC00290,RELATED_TO,PRJ015,Department,WORKS_IN,Project
DOC00291,AUTHORED_BY,U0016,Department,REPORTS_TO,Person
DOC00291,BELONGS_TO,D008,Department,REFERENCES,Department
DOC00291,RELATED_TO,PRJ007,Department,AUTHORED_BY,Project
DOC00292,AUTHORED_BY,U0075,Department,PART_OF,Person
DOC00292,BELONGS_TO,D008,Department,MANAGES,Department
DOC00293,AUTHORED_BY,U0050,Department,MEMBER_OF,Person
DOC00293,BELONGS_TO,D004,Department,FOLLOWS,Department
DOC00294,AUTHORED_BY,U0097,Department,SPONSORS,Person
DOC00294,BELONGS_TO,D004,Department,ASSIGNED_TO,Department
DOC00294,RELATED_TO,PRJ009,Department,REFERENCES,Project
DOC00295,AUTHORED_BY,U0090,Department,RELATED_TO,Person
DOC00295,BELONGS_TO,D007,Department,FOLLOWS,Department
DOC00296,AUTHORED_BY,U0093,Department,MANAGES,Person
DOC00296,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00296,RELATED_TO,PRJ020,Department,AUTHORED_BY,Project
DOC00297,AUTHORED_BY,U0085,Department,SPONSORS,Person
DOC00297,BELONGS_TO,D005,Department,RELATED_TO,Department
DOC00297,RELATED_TO,PRJ003,Department,RELATED_TO,Project
DOC00298,AUTHORED_BY,U0054,Department,PART_OF,Person
DOC00298,BELONGS_TO,D003,Department,FOLLOWS,Department
DOC00299,AUTHORED_BY,U0124,Department,REFERENCES,Person
DOC00299,BELONGS_TO,D002,Department,ASSIGNED_TO,Department
DOC00300,AUTHORED_BY,U0132,Department,MANAGES,Person
DOC00300,BELONGS_TO,D004,Department,FOLLOWS,Department
DOC00300,RELATED_TO,PRJ004,Department,FOLLOWS,Project
DOC00301,AUTHORED_BY,U0131,Department,PART_OF,Person
DOC00301,BELONGS_TO,D007,Department,WORKS_IN,Department
DOC00302,AUTHORED_BY,U0109,Department,AUTHORED_BY,Person
DOC00302,BELONGS_TO,D003,Department,WORKS_IN,Department
DOC00303,AUTHORED_BY,U0072,Department,DEPENDS_ON,Person
DOC00303,BELONGS_TO,D004,Department,MANAGES,Department
DOC00303,RELATED_TO,PRJ019,Department,DEPENDS_ON,Project
DOC00304,AUTHORED_BY,U0078,Department,WORKS_IN,Person
DOC00304,BELONGS_TO,D008,Department,BELONGS_TO,Department
DOC00305,AUTHORED_BY,U0056,Department,FOLLOWS,Person
DOC00305,BELONGS_TO,D003,Department,MEMBER_OF,Department
DOC00306,AUTHORED_BY,U0126,Department,BELONGS_TO,Person
DOC00306,BELONGS_TO,D003,Department,MEMBER_OF,Department
DOC00306,RELATED_TO,PRJ017,Department,WORKS_IN,Project
DOC00307,AUTHORED_BY,U0123,Department,PART_OF,Person
DOC00307,BELONGS_TO,D002,Department,REPORTS_TO,Department
DOC00307,RELATED_TO,PRJ019,Department,AUTHORED_BY,Project
DOC00308,AUTHORED_BY,U0108,Department,RELATED_TO,Person
DOC00308,BELONGS_TO,D008,Department,ASSIGNED_TO,Department
DOC00309,AUTHORED_BY,U0006,Department,WORKS_IN,Person
DOC00309,BELONGS_TO,D003,Department,DEPENDS_ON,Department
DOC00309,RELATED_TO,PRJ011,Department,REFERENCES,Project
DOC00310,AUTHORED_BY,U0069,Department,BELONGS_TO,Person
DOC00310,BELONGS_TO,D005,Department,FOLLOWS,Department
DOC00310,RELATED_TO,PRJ002,Department,BELONGS_TO,Project
DOC00311,AUTHORED_BY,U0057,Department,DEPENDS_ON,Person
DOC00311,BELONGS_TO,D008,Department,AUTHORED_BY,Department
DOC00311,RELATED_TO,PRJ003,Department,REPORTS_TO,Project
DOC00312,AUTHORED_BY,U0144,Department,DEPENDS_ON,Person
DOC00312,BELONGS_TO,D005,Department,MEMBER_OF,Department
DOC00313,AUTHORED_BY,U0132,Department,RELATED_TO,Person
DOC00313,BELONGS_TO,D007,Department,DEPENDS_ON,Department
DOC00314,AUTHORED_BY,U0016,Department,PART_OF,Person
DOC00314,BELONGS_TO,D005,Department,WORKS_IN,Department
DOC00315,AUTHORED_BY,U0095,Department,MEMBER_OF,Person
DOC00315,BELONGS_TO,D006,Department,ASSIGNED_TO,Department
DOC00316,AUTHORED_BY,U0086,Department,BELONGS_TO,Person
DOC00316,BELONGS_TO,D004,Department,MEMBER_OF,Department
DOC00316,RELATED_TO,PRJ020,Department,MANAGES,Project
DOC00317,AUTHORED_BY,U0127,Department,SPONSORS,Person
DOC00317,BELONGS_TO,D006,Department,MANAGES,Department
DOC00318,AUTHORED_BY,U0040,Department,SPONSORS,Person
DOC00318,BELONGS_TO,D001,Department,FOLLOWS,Department
DOC00318,RELATED_TO,PRJ001,Department,SPONSORS,Project
DOC00319,AUTHORED_BY,U0021,Department,MEMBER_OF,Person
DOC00319,BELONGS_TO,D001,Department,ASSIGNED_TO,Department
DOC00319,RELATED_TO,PRJ016,Department,MANAGES,Project
DOC00320,AUTHORED_BY,U0144,Department,ASSIGNED_TO,Person
DOC00320,BELONGS_TO,D005,Department,RELATED_TO,Department
DOC00320,RELATED_TO,PRJ001,Department,MANAGES,Project
DOC00321,AUTHORED_BY,U0052,Department,WORKS_IN,Person
DOC00321,BELONGS_TO,D004,Department,DEPENDS_ON,Department
DOC00322,AUTHORED_BY,U0150,Department,PART_OF,Person
DOC00322,BELONGS_TO,D007,Department,SPONSORS,Department
DOC00322,RELATED_TO,PRJ001,Department,MEMBER_OF,Project
DOC00323,AUTHORED_BY,U0043,Department,REPORTS_TO,Person
DOC00323,BELONGS_TO,D002,Department,WORKS_IN,Department
DOC00324,AUTHORED_BY,U0061,Department,MANAGES,Person
DOC00324,BELONGS_TO,D006,Department,WORKS_IN,Department
